Fallnummer,Aktivität,Zeitstempel,Ausführende Person,Kosten (EUR),Transportiertes Gut,Produktpreis (EUR),Kunde,Abnahmeort,Abgabeort
001,Kunden-Daten aufnehmen,2024-02-12 16:08:13,Mia Schmitt,22.32,Produkt J,75.0,Firma20,Lager H,Lager I
001,Kunden-Daten in System übertragen,2024-02-12 17:06:13,Mia Schmitt,87.13,Produkt J,75.0,Firma20,Lager B,Lager D
001,Rechnungsadesse aufnehmen,2024-02-12 17:44:13,Lisa Mueller,94.79,Produkt J,75.0,Firma20,Lager E,Lager I
001,Rechnungsadesse im System eintragen,2024-02-12 18:08:13,Sarah Schmidt,73.09,Produkt J,75.0,Firma20,Lager A,Lager A
001,Bestellung im System eintragen,2024-02-12 18:50:13,David Meyer,33.01,Produkt J,75.0,Firma20,Lager A,Lager D
001,Lagerbestand überprüfen,2024-02-12 19:34:13,Emma Weber,74.18,Produkt J,75.0,Firma20,Lager E,Lager H
001,Auftragsabwicklung im System starten,2024-02-12 20:00:13,David Meyer,54.47,Produkt J,75.0,Firma20,Lager F,Lager E
001,Artikel zusammenstellen,2024-02-12 20:32:13,Noah Becker,17.25,Produkt J,75.0,Firma20,Lager J,Lager A
001,Ware verpacken,2024-02-12 21:25:13,David Meyer,37.23,Produkt J,75.0,Firma20,Lager D,Lager G
001,Gewicht prüfen,2024-02-12 22:01:13,Luca Huber,75.11,Produkt J,75.0,Firma20,Lager F,Lager I
001,Anzahl der Artikel überprüfen,2024-02-12 22:03:13,Lisa Schulz,93.71,Produkt J,75.0,Firma20,Lager C,Lager D
001,Verpackung prüfen,2024-02-12 22:30:13,Jonas Richter,90.69,Produkt J,75.0,Firma20,Lager B,Lager A
001,Paket zur Warenausgabe bringen,2024-02-12 22:54:13,Paul Zimmer,74.73,Produkt J,75.0,Firma20,Lager E,Lager J
001,Paket an Kunde übergeben,2024-02-12 23:30:13,Noah Becker,45.81,Produkt J,75.0,Firma20,Lager H,Lager C
001,Bestellstatus im System ändern,2024-02-12 23:50:13,Emilia Wagner,63.78,Produkt J,75.0,Firma20,Lager A,Lager F
002,Kunden-Daten abfragen (automatische Übertragung ins System),2024-02-12 16:08:13,Emilia Wagner,54.09,Produkt O,120.0,Firma17,Lager E,Lager G
002,Bestellung im System eintragen,2024-02-12 16:27:13,Jan Becker,75.02,Produkt O,120.0,Firma17,Lager G,Lager F
002,Lagerbestand überprüfen,2024-02-12 16:56:13,Noah Becker,18.04,Produkt O,120.0,Firma17,Lager E,Lager H
002,Auftragsabwicklung im System starten,2024-02-12 17:13:13,Paul Zimmer,72.06,Produkt O,120.0,Firma17,Lager D,Lager F
002,Artikel zusammenstellen,2024-02-12 18:04:13,Laura Fischer,89.62,Produkt O,120.0,Firma17,Lager D,Lager H
002,Ware verpacken,2024-02-12 18:30:13,Sarah Schmidt,80.78,Produkt O,120.0,Firma17,Lager G,Lager D
002,Gewicht prüfen,2024-02-12 19:29:13,Sophia Lang,99.52,Produkt O,120.0,Firma17,Lager G,Lager B
002,Anzahl der Artikel überprüfen,2024-02-12 20:16:13,Lisa Schulz,98.65,Produkt O,120.0,Firma17,Lager C,Lager C
002,Verpackung prüfen,2024-02-12 20:57:13,David Meyer,90.54,Produkt O,120.0,Firma17,Lager D,Lager B
002,Bezahlaufforderung an Kunde schicken,2024-02-12 21:42:13,Hannah Meyer,25.13,Produkt O,120.0,Firma17,Lager B,Lager H
002,Bezahlaufforderung an Kunde schicken,2024-02-12 22:42:13,Max Mustermann,41.44,Produkt O,120.0,Firma17,Lager F,Lager H
002,Informationen an Transporteur übermitteln,2024-02-12 23:04:13,Noah Becker,60.47,Produkt O,120.0,Firma17,Lager B,Lager D
002,Paket an Transporteur übergeben,2024-02-12 23:40:13,Emma Weber,29.84,Produkt O,120.0,Firma17,Lager B,Lager A
002,Bestellstatus im System ändern,2024-02-13 00:29:13,Emma Weber,51.87,Produkt O,120.0,Firma17,Lager H,Lager G
