Fallnummer,Aktivität,Zeitstempel,Ausführende Person,Kosten (EUR),Transportiertes Gut,Produktpreis (EUR),Kunde,Abnahmeort,Abgabeort
001,Kunden-Daten aufnehmen,2024-02-26 19:49:12,Nico Schmidt,6.84,Produkt F,"110,0",Ford Motor,Lager F,Lager D
001,Kunden-Daten in System übertragen,2024-02-26 20:47:12,Sarah Schmidt,25.6,Produkt F,"110,0",Ford Motor,Lager C,Lager D
001,Zahlvorgang abschließen,2024-02-26 21:01:12,Luca Huber,37.27,Produkt F,"110,0",Ford Motor,Lager C,Lager I
001,Bestellung im System eintragen,2024-02-26 21:20:12,Emilia Wagner,52.47,Produkt F,"110,0",Ford Motor,Lager G,Lager B
001,Lagerbestand überprüfen,2024-02-26 21:41:12,Mia Schmitt,31.48,Produkt F,"110,0",Ford Motor,Lager D,Lager B
001,Auftragsabwicklung im System starten,2024-02-26 22:18:12,Lena Mueller,40.05,Produkt F,"110,0",Ford Motor,Lager D,Lager I
001,Artikel zusammenstellen,2024-02-26 23:04:12,David Meyer,72.78,Produkt F,"110,0",Ford Motor,Lager H,Lager D
001,Ware verpacken,2024-02-26 23:48:12,Lisa Mueller,85.8,Produkt F,"110,0",Ford Motor,Lager I,Lager F
001,Gewicht prüfen,2024-02-27 00:44:12,Emma Weber,87.75,Produkt F,"110,0",Ford Motor,Lager E,Lager C
001,Anzahl der Artikel überprüfen,2024-02-27 01:12:12,Mia Schmitt,81.54,Produkt F,"110,0",Ford Motor,Lager H,Lager C
001,Verpackung prüfen,2024-02-27 01:45:12,Laura Fischer,5.39,Produkt F,"110,0",Ford Motor,Lager A,Lager C
001,Paket zur Warenausgabe bringen,2024-02-27 02:03:12,Lisa Schulz,88.26,Produkt F,"110,0",Ford Motor,Lager F,Lager H
001,Zahlungsabwicklung durchführen,2024-02-27 02:22:12,Emilia Wagner,70.29,Produkt F,"110,0",Ford Motor,Lager D,Lager G
001,Paket an Kunde übergeben,2024-02-27 02:26:12,Noah Becker,53.98,Produkt F,"110,0",Ford Motor,Lager F,Lager D
001,Bestellstatus im System ändern,2024-02-27 02:49:12,Sophia Lang,10.98,Produkt F,"110,0",Ford Motor,Lager G,Lager A
002,Kunden-Daten aufnehmen,2024-02-26 19:49:12,Leonie Richter,46.11,Produkt F,"110,0",Intel,Lager A,Lager C
002,Kunden-Daten in System übertragen,2024-02-26 20:18:12,Max Mustermann,62.63,Produkt F,"110,0",Intel,Lager H,Lager H
002,Zahlvorgang abschließen,2024-02-26 20:28:12,Sarah Schmidt,52.48,Produkt F,"110,0",Intel,Lager H,Lager E
002,Bestellung im System eintragen,2024-02-26 20:59:12,Jonas Richter,20.46,Produkt F,"110,0",Intel,Lager F,Lager A
002,Lagerbestand überprüfen,2024-02-26 21:58:12,Paul Zimmer,99.17,Produkt F,"110,0",Intel,Lager G,Lager A
002,Auftragsabwicklung im System starten,2024-02-26 21:59:12,Hannah Meyer,88.81,Produkt F,"110,0",Intel,Lager D,Lager E
002,Artikel zusammenstellen,2024-02-26 22:31:12,Hannah Meyer,28.82,Produkt F,"110,0",Intel,Lager F,Lager I
002,Ware verpacken,2024-02-26 23:00:12,David Meyer,81.36,Produkt F,"110,0",Intel,Lager F,Lager I
002,Gewicht prüfen,2024-02-26 23:57:12,Jan Becker,91.15,Produkt F,"110,0",Intel,Lager H,Lager B
002,Anzahl der Artikel überprüfen,2024-02-27 00:22:12,Lena Mueller,36.02,Produkt F,"110,0",Intel,Lager B,Lager D
002,Verpackung prüfen,2024-02-27 00:49:12,Lisa Schulz,58.24,Produkt F,"110,0",Intel,Lager F,Lager H
002,Paket zur Warenausgabe bringen,2024-02-27 01:01:12,Hannah Meyer,14.11,Produkt F,"110,0",Intel,Lager H,Lager G
002,Paket an Kunde übergeben,2024-02-27 01:23:12,Lisa Schulz,83.67,Produkt F,"110,0",Intel,Lager F,Lager G
002,Bestellstatus im System ändern,2024-02-27 02:05:12,Mia Schmitt,41.59,Produkt F,"110,0",Intel,Lager F,Lager A
003,Kunden-Daten aufnehmen,2024-02-26 19:49:12,Timo Wagner,98.31,Produkt R,"130,0",Ford Motor,Lager F,Lager B
003,Kunden-Daten in System übertragen,2024-02-26 20:28:12,Timo Wagner,73.21,Produkt R,"130,0",Ford Motor,Lager C,Lager C
003,Zahlvorgang abschließen,2024-02-26 21:12:12,Lisa Mueller,39.54,Produkt R,"130,0",Ford Motor,Lager J,Lager G
003,Bestellung im System eintragen,2024-02-26 21:44:12,Jan Becker,31.35,Produkt R,"130,0",Ford Motor,Lager B,Lager H
003,Lagerbestand überprüfen,2024-02-26 22:21:12,Leonie Richter,41.78,Produkt R,"130,0",Ford Motor,Lager E,Lager I
003,Auftragsabwicklung im System starten,2024-02-26 22:22:12,Lena Mueller,88.07,Produkt R,"130,0",Ford Motor,Lager I,Lager G
003,Artikel zusammenstellen,2024-02-26 23:14:12,Lisa Mueller,79.94,Produkt R,"130,0",Ford Motor,Lager F,Lager I
003,Ware verpacken,2024-02-26 23:49:12,Jonas Richter,8.97,Produkt R,"130,0",Ford Motor,Lager D,Lager D
003,Gewicht prüfen,2024-02-27 00:47:12,Sarah Schmidt,43.45,Produkt R,"130,0",Ford Motor,Lager J,Lager D
003,Anzahl der Artikel überprüfen,2024-02-27 01:09:12,Leonie Richter,93.79,Produkt R,"130,0",Ford Motor,Lager J,Lager H
003,Verpackung prüfen,2024-02-27 01:53:12,Max Mustermann,99.32,Produkt R,"130,0",Ford Motor,Lager I,Lager H
003,Paket zur Warenausgabe bringen,2024-02-27 02:17:12,Nico Schmidt,19.21,Produkt R,"130,0",Ford Motor,Lager D,Lager C
003,Paket an Kunde übergeben,2024-02-27 03:00:12,David Meyer,73.69,Produkt R,"130,0",Ford Motor,Lager F,Lager J
003,Bestellstatus im System ändern,2024-02-27 03:38:12,Max Mustermann,81.41,Produkt R,"130,0",Ford Motor,Lager B,Lager I
004,Kunden-Daten aufnehmen,2024-02-26 19:49:12,Lisa Schulz,14.64,Produkt P,"100,0",Intel,Lager C,Lager F
004,Kunden-Daten in System übertragen,2024-02-26 20:24:12,Laura Fischer,32.59,Produkt P,"100,0",Intel,Lager C,Lager E
004,Zahlvorgang abschließen,2024-02-26 21:08:12,Mia Schmitt,53.29,Produkt P,"100,0",Intel,Lager A,Lager D
004,Bestellung im System eintragen,2024-02-26 21:30:12,Max Mustermann,25.97,Produkt P,"100,0",Intel,Lager B,Lager D
004,Lagerbestand überprüfen,2024-02-26 21:56:12,Lisa Mueller,84.25,Produkt P,"100,0",Intel,Lager A,Lager C
004,Auftragsabwicklung im System starten,2024-02-26 22:04:12,Hannah Meyer,26.97,Produkt P,"100,0",Intel,Lager D,Lager J
004,Artikel zusammenstellen,2024-02-26 22:55:12,Leonie Richter,94.51,Produkt P,"100,0",Intel,Lager D,Lager I
004,Ware verpacken,2024-02-26 23:03:12,Mia Schmitt,15.12,Produkt P,"100,0",Intel,Lager G,Lager C
004,Gewicht prüfen,2024-02-26 23:29:12,Luca Huber,22.87,Produkt P,"100,0",Intel,Lager E,Lager A
004,Anzahl der Artikel überprüfen,2024-02-27 00:13:12,Lisa Schulz,93.17,Produkt P,"100,0",Intel,Lager G,Lager D
004,Verpackung prüfen,2024-02-27 00:18:12,Sophia Lang,18.87,Produkt P,"100,0",Intel,Lager A,Lager C
004,Paket zur Warenausgabe bringen,2024-02-27 00:30:12,Lena Mueller,52.2,Produkt P,"100,0",Intel,Lager B,Lager A
004,Zahlungsabwicklung durchführen,2024-02-27 01:20:12,Sophia Lang,33.01,Produkt P,"100,0",Intel,Lager C,Lager D
004,Paket an Kunde übergeben,2024-02-27 01:49:12,Jonas Richter,82.4,Produkt P,"100,0",Intel,Lager I,Lager F
004,Bestellstatus im System ändern,2024-02-27 02:43:12,Leonie Richter,71.89,Produkt P,"100,0",Intel,Lager G,Lager D
005,Kunden-Daten aufnehmen,2024-02-26 19:49:12,Laura Fischer,18.97,Produkt O,"120,0",General Electric,Lager J,Lager D
