Fallnummer,Aktivität,Zeitstempel,Abteilung,Ausführende Person,Kosten (EUR),Kunde,Transportiertes Gut,Produktpreis (EUR),Ort
001,Kunden-Daten abfragen (automatische Übertragung ins System),2024-03-14 08:00:00,Auftragsannahme,Sarah Schmidt,"6,95",BASF,Produkt M,"95,0",online
001,Bestellung im System eintragen,2024-03-14 08:49:00,Auftragsannahme,Sarah Schmidt,"5,64",BASF,Produkt M,"95,0",online
001,Lagerbestand überprüfen,2024-03-14 09:32:00,Bestandsverwaltung,Paul Zimmer,"6,93",BASF,Produkt M,"95,0",online
001,Artikel bestellen,2024-03-14 09:54:00,Bestandsverwaltung,Laura Fischer,"6,21",BASF,Produkt M,"95,0",online
001,Information an Kunde über verspätete Lieferzeit verschicken,2024-03-14 10:29:00,Bestandsverwaltung,Lisa Mueller,"1,86",BASF,Produkt M,"95,0",online
001,Auftragsabwicklung im System starten,2024-03-14 10:40:00,Bestandsverwaltung,Paul Zimmer,"4,79",BASF,Produkt M,"95,0",online
001,Artikel zusammenstellen,2024-03-14 10:54:00,Lager,Jonas Richter,"14,6",BASF,Produkt M,"95,0",Lager A
001,Ware verpacken,2024-03-14 11:43:00,Lager,Mia Schmitt,"6,32",BASF,Produkt M,"95,0",Lager C
001,Gewicht prüfen,2024-03-14 12:37:00,Qualitätskontrolle,Noah Becker,"2,08",BASF,Produkt M,"95,0",Lager C
001,Anzahl der Artikel überprüfen,2024-03-14 13:22:00,Qualitätskontrolle,Emilia Wagner,"4,43",BASF,Produkt M,"95,0",Lager C
001,Verpackung prüfen,2024-03-14 13:28:00,Qualitätskontrolle,Hannah Meyer,"2,99",BASF,Produkt M,"95,0",Lager C
001,Fehler im System eintragen,2024-03-14 14:18:00,Qualitätskontrolle,Noah Becker,"7,3",BASF,Produkt M,"95,0",online
001,Bestandsverwaltung informieren,2024-03-14 14:50:00,Qualitätskontrolle,Hannah Meyer,"3,8",BASF,Produkt M,"95,0",online
001,Lagerbestand überprüfen,2024-03-14 15:17:00,Bestandsverwaltung,Paul Zimmer,"5,59",BASF,Produkt M,"95,0",online
001,Auftragsabwicklung im System starten,2024-03-14 16:11:00,Bestandsverwaltung,Laura Fischer,"5,1",BASF,Produkt M,"95,0",online
001,Artikel zusammenstellen,2024-03-14 16:53:00,Lager,Mia Schmitt,"8,6",BASF,Produkt M,"95,0",Lager B
001,Ware verpacken,2024-03-15 08:00:00,Lager,Jonas Richter,"3,77",BASF,Produkt M,"95,0",Lager C
001,Gewicht prüfen,2024-03-15 08:29:00,Qualitätskontrolle,Emilia Wagner,"2,73",BASF,Produkt M,"95,0",Lager C
001,Anzahl der Artikel überprüfen,2024-03-15 08:55:00,Qualitätskontrolle,Noah Becker,"3,02",BASF,Produkt M,"95,0",Lager C
001,Verpackung prüfen,2024-03-15 09:52:00,Qualitätskontrolle,Emilia Wagner,"2,28",BASF,Produkt M,"95,0",Lager C
001,Paket zur Warenausgabe bringen,2024-03-15 10:18:00,Warenausgang,David Meyer,"4,87",BASF,Produkt M,"95,0",Warenausgabe 2
001,Paket an Kunde übergeben,2024-03-15 10:53:00,Warenausgang,Luca Huber,"2,53",BASF,Produkt M,"95,0",Warenausgabe 2
001,Bestellstatus im System ändern,2024-03-15 11:48:00,Warenausgang,Emma Weber,"1,23",BASF,Produkt M,"95,0",Warenausgabe 2
002,Vollständigkeit der Daten prüfen,2024-03-15 08:00:00,Auftragsannahme,Max Mustermann,"7,08",Honda Motor,Produkt F,"110,0",online
002,Bestellung im System eintragen,2024-03-15 08:39:00,Auftragsannahme,Timo Wagner,"8,1",Honda Motor,Produkt F,"110,0",online
002,Lagerbestand überprüfen,2024-03-15 09:27:00,Bestandsverwaltung,Laura Fischer,"7,8",Honda Motor,Produkt F,"110,0",online
002,Auftragsabwicklung im System starten,2024-03-15 09:40:00,Bestandsverwaltung,Paul Zimmer,"3,02",Honda Motor,Produkt F,"110,0",online
002,Artikel zusammenstellen,2024-03-15 10:23:00,Lager,Mia Schmitt,"10,07",Honda Motor,Produkt F,"110,0",Lager B
002,Ware verpacken,2024-03-15 11:17:00,Lager,Jonas Richter,"6,57",Honda Motor,Produkt F,"110,0",Lager C
002,Gewicht prüfen,2024-03-15 11:50:00,Qualitätskontrolle,Noah Becker,"2,0",Honda Motor,Produkt F,"110,0",Lager C
002,Anzahl der Artikel überprüfen,2024-03-15 12:21:00,Qualitätskontrolle,Emilia Wagner,"4,53",Honda Motor,Produkt F,"110,0",Lager C
002,Verpackung prüfen,2024-03-15 12:53:00,Qualitätskontrolle,Noah Becker,"3,9",Honda Motor,Produkt F,"110,0",Lager C
002,Paket zur Warenausgabe bringen,2024-03-15 13:46:00,Warenausgang,Leonie Richter,"5,72",Honda Motor,Produkt F,"110,0",Warenausgabe 2
002,Paket an Kunde übergeben,2024-03-15 14:15:00,Warenausgang,Sophia Lang,"2,14",Honda Motor,Produkt F,"110,0",Warenausgabe 2
002,Bestellstatus im System ändern,2024-03-15 14:16:00,Warenausgang,Emma Weber,"2,21",Honda Motor,Produkt F,"110,0",Warenausgabe 2
003,Kunden-Daten aufnehmen,2024-03-15 08:00:00,Auftragsannahme,Sarah Schmidt,"2,05",General Electric,Produkt E,"150,0",Schalter
003,Kunden-Daten auf Richtigkeit prüfen,2024-03-15 08:49:00,Auftragsannahme,Sarah Schmidt,"1,15",General Electric,Produkt E,"150,0",Schalter
003,Kunden-Daten korrigieren,2024-03-15 09:05:00,Auftragsannahme,Timo Wagner,"3,11",General Electric,Produkt E,"150,0",Schalter
003,Kunden-Daten in System übertragen,2024-03-15 09:36:00,Auftragsannahme,Timo Wagner,"2,09",General Electric,Produkt E,"150,0",online
003,Zahlvorgang durchführen,2024-03-15 09:51:00,Auftragsannahme,Lena Mueller,"2,19",General Electric,Produkt E,"150,0",Schalter
003,Bestellung im System eintragen,2024-03-15 10:31:00,Auftragsannahme,Timo Wagner,"5,09",General Electric,Produkt E,"150,0",online
003,Lagerbestand überprüfen,2024-03-15 10:47:00,Bestandsverwaltung,Lisa Mueller,"2,55",General Electric,Produkt E,"150,0",online
003,Auftragsabwicklung im System starten,2024-03-15 11:25:00,Bestandsverwaltung,Paul Zimmer,"3,97",General Electric,Produkt E,"150,0",online
003,Artikel zusammenstellen,2024-03-15 12:20:00,Lager,Mia Schmitt,"8,34",General Electric,Produkt E,"150,0",Lager C
003,Ware verpacken,2024-03-15 12:26:00,Lager,Mia Schmitt,"3,92",General Electric,Produkt E,"150,0",Lager C
003,Gewicht prüfen,2024-03-15 12:53:00,Qualitätskontrolle,Emilia Wagner,"2,65",General Electric,Produkt E,"150,0",Lager C
003,Anzahl der Artikel überprüfen,2024-03-15 13:30:00,Qualitätskontrolle,Emilia Wagner,"3,02",General Electric,Produkt E,"150,0",Lager C
003,Verpackung prüfen,2024-03-15 14:08:00,Qualitätskontrolle,Noah Becker,"2,16",General Electric,Produkt E,"150,0",Lager C
003,Fehler im System eintragen,2024-03-15 14:58:00,Qualitätskontrolle,Noah Becker,"5,84",General Electric,Produkt E,"150,0",online
003,Bestandsverwaltung informieren,2024-03-15 15:35:00,Qualitätskontrolle,Noah Becker,"3,38",General Electric,Produkt E,"150,0",online
003,Lagerbestand überprüfen,2024-03-15 16:17:00,Bestandsverwaltung,Laura Fischer,"2,86",General Electric,Produkt E,"150,0",online
003,Auftragsabwicklung im System starten,2024-03-15 16:41:00,Bestandsverwaltung,Lisa Mueller,"5,75",General Electric,Produkt E,"150,0",online
003,Artikel zusammenstellen,2024-03-15 16:50:00,Lager,Mia Schmitt,"13,97",General Electric,Produkt E,"150,0",Lager C
003,Ware verpacken,2024-03-16 08:00:00,Lager,Jonas Richter,"4,26",General Electric,Produkt E,"150,0",Lager C
003,Gewicht prüfen,2024-03-16 08:10:00,Qualitätskontrolle,Hannah Meyer,"1,63",General Electric,Produkt E,"150,0",Lager C
003,Anzahl der Artikel überprüfen,2024-03-16 08:25:00,Qualitätskontrolle,Emilia Wagner,"2,3",General Electric,Produkt E,"150,0",Lager C
003,Verpackung prüfen,2024-03-16 09:20:00,Qualitätskontrolle,Hannah Meyer,"2,12",General Electric,Produkt E,"150,0",Lager C
003,Bezahlaufforderung an Kunde schicken,2024-03-16 09:30:00,Warenausgang,Leonie Richter,"1,0",General Electric,Produkt E,"150,0",online
003,Informationen an Transporteur übermitteln,2024-03-16 10:28:00,Warenausgang,Luca Huber,"3,61",General Electric,Produkt E,"150,0",online
003,Paket an Transporteur übergeben,2024-03-16 10:48:00,Warenausgang,Emma Weber,"9,47",General Electric,Produkt E,"150,0",Warenausgabe 3
003,Bestellstatus im System ändern,2024-03-16 11:16:00,Warenausgang,David Meyer,"1,34",General Electric,Produkt E,"150,0",online
004,Vollständigkeit der Daten prüfen,2024-03-15 08:04:00,Auftragsannahme,Lena Mueller,"6,53",General Motors,Produkt R,"130,0",online
004,Fehlende Daten ermitteln,2024-03-15 08:40:00,Auftragsannahme,Timo Wagner,"6,31",General Motors,Produkt R,"130,0",online
004,Kunden bzgl. fehlender Daten anschreiben,2024-03-15 09:16:00,Auftragsannahme,Lena Mueller,"7,97",General Motors,Produkt R,"130,0",online
004,Bestellung im System eintragen,2024-03-15 09:25:00,Auftragsannahme,Max Mustermann,"7,89",General Motors,Produkt R,"130,0",online
004,Lagerbestand überprüfen,2024-03-15 09:51:00,Bestandsverwaltung,Lisa Mueller,"4,99",General Motors,Produkt R,"130,0",online
004,Artikel bestellen,2024-03-15 09:59:00,Bestandsverwaltung,Jan Becker,"6,05",General Motors,Produkt R,"130,0",online
004,Information an Kunde über verspätete Lieferzeit verschicken,2024-03-15 10:48:00,Bestandsverwaltung,Nico Schmidt,"2,35",General Motors,Produkt R,"130,0",online
004,Auftragsabwicklung im System starten,2024-03-15 11:44:00,Bestandsverwaltung,Nico Schmidt,"5,12",General Motors,Produkt R,"130,0",online
004,Artikel zusammenstellen,2024-03-15 12:03:00,Lager,Jonas Richter,"9,96",General Motors,Produkt R,"130,0",Lager B
004,Versicherungs-Bescheinigung dazulegen,2024-03-15 12:46:00,Lager,Mia Schmitt,"1,72",General Motors,Produkt R,"130,0",Lager C
004,Ware verpacken,2024-03-15 12:49:00,Lager,Mia Schmitt,"6,63",General Motors,Produkt R,"130,0",Lager C
004,Versicherungs-Bescheinigung prüfen,2024-03-15 13:22:00,Qualitätskontrolle,Hannah Meyer,"3,6",General Motors,Produkt R,"130,0",Lager C
004,Versicherungs-Bescheinigung ausdrucken und dazulegen,2024-03-15 13:38:00,Qualitätskontrolle,Emilia Wagner,"3,0",General Motors,Produkt R,"130,0",Lager C
004,Gewicht prüfen,2024-03-15 14:09:00,Qualitätskontrolle,Emilia Wagner,"1,46",General Motors,Produkt R,"130,0",Lager C
004,Anzahl der Artikel überprüfen,2024-03-15 15:06:00,Qualitätskontrolle,Emilia Wagner,"4,09",General Motors,Produkt R,"130,0",Lager C
004,Verpackung prüfen,2024-03-15 15:46:00,Qualitätskontrolle,Emilia Wagner,"3,65",General Motors,Produkt R,"130,0",Lager C
004,Alte Verpackung entfernen,2024-03-15 16:14:00,Qualitätskontrolle,Emilia Wagner,"3,87",General Motors,Produkt R,"130,0",Lager C
004,Ware neu verpacken,2024-03-16 08:00:00,Qualitätskontrolle,Noah Becker,"3,98",General Motors,Produkt R,"130,0",Lager C
004,Informationen an Transporteur übermitteln,2024-03-16 08:21:00,Warenausgang,Luca Huber,"2,99",General Motors,Produkt R,"130,0",online
004,Paket an Transporteur übergeben,2024-03-16 09:09:00,Warenausgang,David Meyer,"10,9",General Motors,Produkt R,"130,0",Warenausgabe 3
004,Bestellstatus im System ändern,2024-03-16 09:30:00,Warenausgang,Sophia Lang,"2,53",General Motors,Produkt R,"130,0",online
005,Vollständigkeit der Daten prüfen,2024-03-15 08:00:00,Auftragsannahme,Max Mustermann,"7,16",PepsiCo,Produkt G,"95,0",online
005,Fehlende Daten ermitteln,2024-03-15 08:06:00,Auftragsannahme,Timo Wagner,"6,21",PepsiCo,Produkt G,"95,0",online
005,Kunden bzgl. fehlender Daten anschreiben,2024-03-15 08:18:00,Auftragsannahme,Max Mustermann,"11,89",PepsiCo,Produkt G,"95,0",online
005,Bestellung im System eintragen,2024-03-15 09:17:00,Auftragsannahme,Sarah Schmidt,"7,79",PepsiCo,Produkt G,"95,0",online
005,Lagerbestand überprüfen,2024-03-15 09:28:00,Bestandsverwaltung,Jan Becker,"7,94",PepsiCo,Produkt G,"95,0",online
005,Auftragsabwicklung im System starten,2024-03-15 09:46:00,Bestandsverwaltung,Lisa Mueller,"4,18",PepsiCo,Produkt G,"95,0",online
005,Artikel zusammenstellen,2024-03-15 10:40:00,Lager,Mia Schmitt,"8,95",PepsiCo,Produkt G,"95,0",Lager B
005,Ware verpacken,2024-03-15 10:52:00,Lager,Mia Schmitt,"5,75",PepsiCo,Produkt G,"95,0",Lager C
005,Gewicht prüfen,2024-03-15 10:59:00,Qualitätskontrolle,Noah Becker,"2,11",PepsiCo,Produkt G,"95,0",Lager C
005,Anzahl der Artikel überprüfen,2024-03-15 11:08:00,Qualitätskontrolle,Hannah Meyer,"2,71",PepsiCo,Produkt G,"95,0",Lager C
005,Verpackung prüfen,2024-03-15 11:47:00,Qualitätskontrolle,Hannah Meyer,"3,85",PepsiCo,Produkt G,"95,0",Lager C
005,Paket zur Warenausgabe bringen,2024-03-15 12:25:00,Warenausgang,Sophia Lang,"7,8",PepsiCo,Produkt G,"95,0",Warenausgabe 1
005,Paket zur anderen Warenausgabe bringen,2024-03-15 12:31:00,Warenausgang,Luca Huber,"3,86",PepsiCo,Produkt G,"95,0",Warenausgabe 2
005,Paket an Kunde übergeben,2024-03-15 12:46:00,Warenausgang,Leonie Richter,"2,96",PepsiCo,Produkt G,"95,0",Warenausgabe 2
005,Bestellstatus im System ändern,2024-03-15 13:14:00,Warenausgang,Leonie Richter,"1,84",PepsiCo,Produkt G,"95,0",Warenausgabe 2
006,Kunden-Daten aufnehmen,2024-03-15 08:00:00,Auftragsannahme,Max Mustermann,"4,0",General Motors,Produkt F,"110,0",Schalter
006,Kunden-Daten auf Richtigkeit prüfen,2024-03-15 08:27:00,Auftragsannahme,Timo Wagner,"1,41",General Motors,Produkt F,"110,0",Schalter
006,Kunden-Daten korrigieren,2024-03-15 08:57:00,Auftragsannahme,Timo Wagner,"3,98",General Motors,Produkt F,"110,0",Schalter
006,Kunden-Daten in System übertragen,2024-03-15 09:15:00,Auftragsannahme,Timo Wagner,"1,7",General Motors,Produkt F,"110,0",online
006,Rechnungsadesse aufnehmen,2024-03-15 09:56:00,Auftragsannahme,Timo Wagner,"1,41",General Motors,Produkt F,"110,0",Schalter
006,Rechnungsadesse im System eintragen,2024-03-15 10:53:00,Auftragsannahme,Sarah Schmidt,"2,87",General Motors,Produkt F,"110,0",online
006,Bestellung im System eintragen,2024-03-15 11:25:00,Auftragsannahme,Timo Wagner,"8,86",General Motors,Produkt F,"110,0",online
006,Lagerbestand überprüfen,2024-03-15 11:53:00,Bestandsverwaltung,Nico Schmidt,"7,04",General Motors,Produkt F,"110,0",online
006,Auftragsabwicklung im System starten,2024-03-15 12:22:00,Bestandsverwaltung,Jan Becker,"3,76",General Motors,Produkt F,"110,0",online
006,Artikel zusammenstellen,2024-03-15 12:37:00,Lager,Mia Schmitt,"13,63",General Motors,Produkt F,"110,0",Lager B
006,Ware verpacken,2024-03-15 12:52:00,Lager,Mia Schmitt,"3,53",General Motors,Produkt F,"110,0",Lager C
