Fallnummer,Aktivität,Zeitstempel,Ausführende Person,Kosten (EUR),Transportiertes Gut,Produktpreis (EUR),Kunde,Abnahmeort,Abgabeort
001,Kunden-Daten aufnehmen,2024-02-26 10:54:58,Paul Zimmer,22.33,Produkt E,150.0,Ford Motor,Lager B,Lager E
001,Kunden-Daten in System übertragen,2024-02-26 11:53:58,Hannah Meyer,59.24,Produkt E,150.0,Ford Motor,Lager E,Lager G
001,Zahlvorgang abschließen,2024-02-26 12:16:58,Emma Weber,58.9,Produkt E,150.0,Ford Motor,Lager E,Lager E
001,Bestellung im System eintragen,2024-02-26 12:53:58,David Meyer,32.63,Produkt E,150.0,Ford Motor,Lager I,Lager G
001,Lagerbestand überprüfen,2024-02-26 13:07:58,Nico Schmidt,71.2,Produkt E,150.0,Ford Motor,Lager G,Lager J
001,Artikel bestellen,2024-02-26 14:02:58,Sarah Schmidt,39.34,Produkt E,150.0,Ford Motor,Lager H,Lager A
001,Information an Kunde über verspätetet Lieferzeit verschicken,2024-02-26 14:28:58,Emilia Wagner,80.01,Produkt E,150.0,Ford Motor,Lager H,Lager F
001,Auftragsabwicklung im System starten,2024-02-26 14:35:58,Timo Wagner,31.17,Produkt E,150.0,Ford Motor,Lager F,Lager I
001,Artikel zusammenstellen,2024-02-26 14:37:58,Luca Huber,56.77,Produkt E,150.0,Ford Motor,Lager G,Lager D
001,Versicherungs-Bescheinigung dazulegen,2024-02-26 14:53:58,Hannah Meyer,47.28,Produkt E,150.0,Ford Motor,Lager J,Lager G
001,Ware verpacken,2024-02-26 15:37:58,Sarah Schmidt,64.5,Produkt E,150.0,Ford Motor,Lager E,Lager E
001,Gewicht prüfen,2024-02-26 16:03:58,David Meyer,39.18,Produkt E,150.0,Ford Motor,Lager E,Lager C
001,Anzahl der Artikel überprüfen,2024-02-26 16:30:58,Sophia Lang,16.51,Produkt E,150.0,Ford Motor,Lager E,Lager F
001,Verpackung prüfen,2024-02-26 17:11:58,Noah Becker,53.08,Produkt E,150.0,Ford Motor,Lager I,Lager H
001,Informationen an Transporteur übermitteln,2024-02-26 17:17:58,Nico Schmidt,85.86,Produkt E,150.0,Ford Motor,Lager C,Lager A
001,Paket an Transporteur übergeben,2024-02-26 18:05:58,Lisa Schulz,76.71,Produkt E,150.0,Ford Motor,Lager I,Lager F
001,Bestellstatus im System ändern,2024-02-26 18:27:58,Laura Fischer,41.67,Produkt E,150.0,Ford Motor,Lager E,Lager B
002,Vollständigkeit der Daten prüfen,2024-02-26 10:54:58,Jonas Richter,22.25,Produkt G,95.0,Boeing,Lager J,Lager I
002,Bestellung im System eintragen,2024-02-26 11:50:58,David Meyer,88.8,Produkt G,95.0,Boeing,Lager H,Lager I
002,Lagerbestand überprüfen,2024-02-26 12:37:58,Noah Becker,25.36,Produkt G,95.0,Boeing,Lager C,Lager B
002,Auftragsabwicklung im System starten,2024-02-26 12:55:58,Paul Zimmer,15.37,Produkt G,95.0,Boeing,Lager C,Lager A
002,Artikel zusammenstellen,2024-02-26 13:07:58,Emilia Wagner,82.62,Produkt G,95.0,Boeing,Lager D,Lager H
002,Versicherungs-Bescheinigung dazulegen,2024-02-26 13:37:58,Nico Schmidt,65.28,Produkt G,95.0,Boeing,Lager F,Lager H
002,Ware verpacken,2024-02-26 14:12:58,Luca Huber,37.36,Produkt G,95.0,Boeing,Lager B,Lager I
002,Gewicht prüfen,2024-02-26 14:40:58,Max Mustermann,7.99,Produkt G,95.0,Boeing,Lager B,Lager B
002,Anzahl der Artikel überprüfen,2024-02-26 15:36:58,Max Mustermann,18.06,Produkt G,95.0,Boeing,Lager E,Lager A
002,Verpackung prüfen,2024-02-26 15:56:58,Lisa Schulz,10.86,Produkt G,95.0,Boeing,Lager F,Lager H
002,Paket zur Warenausgabe bringen,2024-02-26 16:41:58,Noah Becker,38.86,Produkt G,95.0,Boeing,Lager C,Lager E
002,Paket an Kunde übergeben,2024-02-26 17:38:58,David Meyer,44.96,Produkt G,95.0,Boeing,Lager B,Lager E
002,Bestellstatus im System ändern,2024-02-26 18:23:58,Mia Schmitt,94.39,Produkt G,95.0,Boeing,Lager I,Lager G
003,Vollständigkeit der Daten prüfen,2024-02-26 10:54:58,Jonas Richter,52.31,Produkt G,95.0,Sony,Lager A,Lager D
003,Bestellung im System eintragen,2024-02-26 11:37:58,Jonas Richter,36.53,Produkt G,95.0,Sony,Lager D,Lager E
003,Lagerbestand überprüfen,2024-02-26 12:13:58,Mia Schmitt,14.17,Produkt G,95.0,Sony,Lager I,Lager H
003,Auftragsabwicklung im System starten,2024-02-26 12:58:58,David Meyer,73.96,Produkt G,95.0,Sony,Lager J,Lager J
003,Artikel zusammenstellen,2024-02-26 13:53:58,Jan Becker,20.32,Produkt G,95.0,Sony,Lager G,Lager D
003,Ware verpacken,2024-02-26 14:40:58,Mia Schmitt,97.97,Produkt G,95.0,Sony,Lager J,Lager E
003,Gewicht prüfen,2024-02-26 15:22:58,Paul Zimmer,65.37,Produkt G,95.0,Sony,Lager H,Lager I
003,Anzahl der Artikel überprüfen,2024-02-26 15:31:58,Laura Fischer,94.63,Produkt G,95.0,Sony,Lager D,Lager D
003,Verpackung prüfen,2024-02-26 16:08:58,Noah Becker,94.87,Produkt G,95.0,Sony,Lager E,Lager G
003,Fehler im System eintrgen,2024-02-26 16:58:58,Jan Becker,45.31,Produkt G,95.0,Sony,Lager I,Lager F
003,Bestandsverwaltung informieren,2024-02-26 17:33:58,Jan Becker,74.16,Produkt G,95.0,Sony,Lager I,Lager F
003,Lagerbestand überprüfen,2024-02-26 17:51:58,Mia Schmitt,41.76,Produkt G,95.0,Sony,Lager J,Lager A
003,Auftragsabwicklung im System starten,2024-02-26 18:35:58,Jan Becker,55.14,Produkt G,95.0,Sony,Lager E,Lager H
003,Artikel zusammenstellen,2024-02-26 19:20:58,Jan Becker,38.45,Produkt G,95.0,Sony,Lager D,Lager B
003,Ware verpacken,2024-02-26 20:02:58,Mia Schmitt,73.95,Produkt G,95.0,Sony,Lager H,Lager J
003,Gewicht prüfen,2024-02-26 20:31:58,Emilia Wagner,92.17,Produkt G,95.0,Sony,Lager B,Lager B
003,Anzahl der Artikel überprüfen,2024-02-26 20:52:58,Max Mustermann,86.49,Produkt G,95.0,Sony,Lager D,Lager B
003,Verpackung prüfen,2024-02-26 20:55:58,Paul Zimmer,9.74,Produkt G,95.0,Sony,Lager B,Lager A
003,Paket zur Warenausgabe bringen,2024-02-26 21:11:58,Luca Huber,73.27,Produkt G,95.0,Sony,Lager J,Lager D
003,Zahlungsabwicklung durchführen,2024-02-26 22:08:58,Timo Wagner,64.83,Produkt G,95.0,Sony,Lager G,Lager I
003,Paket an Kunde übergeben,2024-02-26 22:19:58,David Meyer,36.49,Produkt G,95.0,Sony,Lager J,Lager E
003,Bestellstatus im System ändern,2024-02-26 23:13:58,Lisa Schulz,33.18,Produkt G,95.0,Sony,Lager B,Lager H
004,Kunden-Daten aufnehmen,2024-02-26 10:54:58,Paul Zimmer,84.19,Produkt B,120.0,Airbus,Lager F,Lager C
004,Kunden-Daten in System übertragen,2024-02-26 11:20:58,Sophia Lang,43.09,Produkt B,120.0,Airbus,Lager D,Lager A
004,Zahlvorgang abschließen,2024-02-26 12:20:58,Max Mustermann,33.1,Produkt B,120.0,Airbus,Lager C,Lager A
004,Bestellung im System eintragen,2024-02-26 13:14:58,David Meyer,27.98,Produkt B,120.0,Airbus,Lager J,Lager C
004,Lagerbestand überprüfen,2024-02-26 13:41:58,Leonie Richter,47.91,Produkt B,120.0,Airbus,Lager E,Lager D
004,Auftragsabwicklung im System starten,2024-02-26 14:02:58,Laura Fischer,49.67,Produkt B,120.0,Airbus,Lager I,Lager F
004,Artikel zusammenstellen,2024-02-26 14:43:58,Sarah Schmidt,40.0,Produkt B,120.0,Airbus,Lager G,Lager C
004,Ware verpacken,2024-02-26 15:37:58,Jan Becker,29.36,Produkt B,120.0,Airbus,Lager E,Lager G
004,Gewicht prüfen,2024-02-26 16:01:58,Laura Fischer,60.37,Produkt B,120.0,Airbus,Lager J,Lager J
004,Anzahl der Artikel überprüfen,2024-02-26 17:00:58,Mia Schmitt,33.26,Produkt B,120.0,Airbus,Lager H,Lager A
004,Verpackung prüfen,2024-02-26 17:06:58,Emma Weber,38.64,Produkt B,120.0,Airbus,Lager J,Lager D
004,Informationen an Transporteur übermitteln,2024-02-26 17:19:58,Jan Becker,13.83,Produkt B,120.0,Airbus,Lager E,Lager B
004,Paket an Transporteur übergeben,2024-02-26 17:34:58,Hannah Meyer,98.9,Produkt B,120.0,Airbus,Lager I,Lager D
004,Bestellstatus im System ändern,2024-02-26 18:17:58,Paul Zimmer,85.22,Produkt B,120.0,Airbus,Lager E,Lager J
005,Kunden-Daten aufnehmen,2024-02-26 10:54:58,Nico Schmidt,80.54,Produkt A,100.0,Volkswagen,Lager I,Lager D
005,Kunden-Daten in System übertragen,2024-02-26 11:23:58,Emma Weber,11.05,Produkt A,100.0,Volkswagen,Lager E,Lager A
005,Zahlvorgang abschließen,2024-02-26 11:49:58,Mia Schmitt,30.55,Produkt A,100.0,Volkswagen,Lager E,Lager G
005,Bestellung im System eintragen,2024-02-26 12:31:58,Timo Wagner,45.14,Produkt A,100.0,Volkswagen,Lager F,Lager F
005,Lagerbestand überprüfen,2024-02-26 13:27:58,Laura Fischer,75.72,Produkt A,100.0,Volkswagen,Lager C,Lager B
