Fallnummer,Aktivität,Zeitstempel,Ausführende Person,Kosten (EUR),Transportiertes Gut,Produktpreis (EUR),Kunde,Abnahmeort,Abgabeort
001,Vollständigkeit der Daten prüfen,2024-02-26 10:28:23,Paul Zimmer,43.55,Produkt B,120.0,Firma6,Lager H,Lager C
001,Bestellung im System eintragen,2024-02-26 10:42:23,Sarah Schmidt,65.0,Produkt B,120.0,Firma6,Lager H,Lager B
001,Lagerbestand überprüfen,2024-02-26 11:21:23,Noah Becker,48.47,Produkt B,120.0,Firma6,Lager I,Lager J
001,Auftragsabwicklung im System starten,2024-02-26 12:21:23,Emilia Wagner,52.79,Produkt B,120.0,Firma6,Lager G,Lager D
001,Artikel zusammenstellen,2024-02-26 13:17:23,Emilia Wagner,49.49,Produkt B,120.0,Firma6,Lager B,Lager F
001,Ware verpacken,2024-02-26 13:35:23,Mia Schmitt,66.74,Produkt B,120.0,Firma6,Lager C,Lager G
001,Gewicht prüfen,2024-02-26 13:40:23,Lisa Schulz,69.53,Produkt B,120.0,Firma6,Lager F,Lager E
001,Anzahl der Artikel überprüfen,2024-02-26 13:50:23,David Meyer,65.45,Produkt B,120.0,Firma6,Lager E,Lager C
001,Verpackung prüfen,2024-02-26 14:06:23,Lisa Schulz,21.09,Produkt B,120.0,Firma6,Lager F,Lager A
001,Paket zur Warenausgabe bringen,2024-02-26 14:48:23,Hannah Meyer,51.33,Produkt B,120.0,Firma6,Lager G,Lager G
001,Paket an Kunde übergeben,2024-02-26 15:10:23,Jan Becker,80.54,Produkt B,120.0,Firma6,Lager E,Lager J
001,Bestellstatus im System ändern,2024-02-26 15:23:23,Jan Becker,68.82,Produkt B,120.0,Firma6,Lager F,Lager C
002,Kunden-Daten aufnehmen,2024-02-26 10:28:23,Mia Schmitt,86.6,Produkt N,75.0,Firma8,Lager F,Lager J
002,Kunden-Daten in System übertragen,2024-02-26 11:24:23,Jan Becker,18.47,Produkt N,75.0,Firma8,Lager H,Lager J
002,Zahlvorgang abschließen,2024-02-26 12:12:23,Mia Schmitt,54.67,Produkt N,75.0,Firma8,Lager B,Lager A
002,Bestellung im System eintragen,2024-02-26 12:16:23,Mia Schmitt,29.42,Produkt N,75.0,Firma8,Lager I,Lager H
002,Lagerbestand überprüfen,2024-02-26 13:09:23,David Meyer,45.73,Produkt N,75.0,Firma8,Lager G,Lager G
002,Artikel bestellen,2024-02-26 13:18:23,Sarah Schmidt,99.85,Produkt N,75.0,Firma8,Lager D,Lager G
002,Information an Kunde über verspätetet Lieferzeit verschicken,2024-02-26 14:14:23,Max Mustermann,76.56,Produkt N,75.0,Firma8,Lager H,Lager B
002,Auftragsabwicklung im System starten,2024-02-26 14:44:23,David Meyer,18.46,Produkt N,75.0,Firma8,Lager I,Lager I
002,Artikel zusammenstellen,2024-02-26 15:07:23,Lena Mueller,15.38,Produkt N,75.0,Firma8,Lager A,Lager I
002,Versicherungs-Bescheinigung dazulegen,2024-02-26 15:16:23,Jan Becker,47.12,Produkt N,75.0,Firma8,Lager B,Lager F
002,Ware verpacken,2024-02-26 16:08:23,Sophia Lang,92.82,Produkt N,75.0,Firma8,Lager J,Lager H
002,Gewicht prüfen,2024-02-26 16:31:23,Noah Becker,55.53,Produkt N,75.0,Firma8,Lager G,Lager A
002,Anzahl der Artikel überprüfen,2024-02-26 16:46:23,Sarah Schmidt,50.93,Produkt N,75.0,Firma8,Lager G,Lager J
002,Verpackung prüfen,2024-02-26 17:29:23,Lisa Mueller,49.67,Produkt N,75.0,Firma8,Lager I,Lager A
002,Informationen an Transporteur übermitteln,2024-02-26 17:58:23,Jan Becker,62.21,Produkt N,75.0,Firma8,Lager E,Lager I
002,Paket an Transporteur übergeben,2024-02-26 18:24:23,David Meyer,68.15,Produkt N,75.0,Firma8,Lager C,Lager A
002,Bestellstatus im System ändern,2024-02-26 18:40:23,Emilia Wagner,10.33,Produkt N,75.0,Firma8,Lager A,Lager E
003,Vollständigkeit der Daten prüfen,2024-02-26 10:28:23,Sarah Schmidt,82.99,Produkt T,85.0,Firma16,Lager A,Lager A
003,Bestellung im System eintragen,2024-02-26 10:35:23,Nico Schmidt,27.02,Produkt T,85.0,Firma16,Lager E,Lager F
003,Lagerbestand überprüfen,2024-02-26 10:54:23,Lisa Mueller,79.94,Produkt T,85.0,Firma16,Lager C,Lager J
003,Auftragsabwicklung im System starten,2024-02-26 11:54:23,Max Mustermann,40.19,Produkt T,85.0,Firma16,Lager J,Lager C
003,Artikel zusammenstellen,2024-02-26 12:05:23,Jonas Richter,48.44,Produkt T,85.0,Firma16,Lager H,Lager B
003,Ware verpacken,2024-02-26 12:09:23,Sophia Lang,92.29,Produkt T,85.0,Firma16,Lager A,Lager A
003,Gewicht prüfen,2024-02-26 13:01:23,Max Mustermann,63.02,Produkt T,85.0,Firma16,Lager H,Lager E
