Fallnummer,Aktivität,Zeitstempel,Ausführende Person,Kosten (EUR),Transportiertes Gut,Produktpreis (EUR),Kunde,Abnahmeort,Abgabeort
001,Vollständigkeit der Daten prüfen,2024-02-26 10:41:11,Max Mustermann,72.6,Produkt L,140.0,Siemens,Lager I,Lager F
001,Bestellung im System eintragen,2024-02-26 11:15:11,Noah Becker,24.35,Produkt L,140.0,Siemens,Lager C,Lager D
001,Lagerbestand überprüfen,2024-02-26 11:35:11,Lisa Schulz,61.09,Produkt L,140.0,Siemens,Lager B,Lager B
001,Artikel bestellen,2024-02-26 12:25:11,Emma Weber,8.13,Produkt L,140.0,Siemens,Lager G,Lager J
001,Information an Kunde über verspätetet Lieferzeit verschicken,2024-02-26 12:32:11,Luca Huber,95.08,Produkt L,140.0,Siemens,Lager B,Lager J
001,Auftragsabwicklung im System starten,2024-02-26 12:43:11,Paul Zimmer,41.7,Produkt L,140.0,Siemens,Lager C,Lager I
001,Artikel zusammenstellen,2024-02-26 12:55:11,Lisa Schulz,18.36,Produkt L,140.0,Siemens,Lager H,Lager F
001,Ware verpacken,2024-02-26 13:04:11,Laura Fischer,84.76,Produkt L,140.0,Siemens,Lager H,Lager E
001,Gewicht prüfen,2024-02-26 13:51:11,Sophia Lang,10.76,Produkt L,140.0,Siemens,Lager H,Lager D
001,Anzahl der Artikel überprüfen,2024-02-26 14:23:11,Jan Becker,24.15,Produkt L,140.0,Siemens,Lager B,Lager C
001,Verpackung prüfen,2024-02-26 15:11:11,Luca Huber,25.72,Produkt L,140.0,Siemens,Lager I,Lager B
001,Paket zur Warenausgabe bringen,2024-02-26 16:01:11,Jonas Richter,87.08,Produkt L,140.0,Siemens,Lager B,Lager H
001,Paket an Kunde übergeben,2024-02-26 16:41:11,Noah Becker,37.01,Produkt L,140.0,Siemens,Lager C,Lager J
001,Bestellstatus im System ändern,2024-02-26 17:26:11,Emma Weber,8.14,Produkt L,140.0,Siemens,Lager B,Lager F
002,Kunden-Daten abfragen (automatische Übertragung ins System),2024-02-26 10:41:11,Nico Schmidt,24.96,Produkt F,110.0,Adidas,Lager H,Lager J
002,Bestellung im System eintragen,2024-02-26 11:33:11,Timo Wagner,23.3,Produkt F,110.0,Adidas,Lager I,Lager A
002,Lagerbestand überprüfen,2024-02-26 12:06:11,Lisa Mueller,17.56,Produkt F,110.0,Adidas,Lager E,Lager F
002,Auftragsabwicklung im System starten,2024-02-26 13:01:11,Lisa Schulz,59.2,Produkt F,110.0,Adidas,Lager D,Lager F
