Fallnummer,Aktivität,Zeitstempel,Ausführende Person,Kosten (EUR),Transportiertes Gut,Produktpreis (EUR),Kunde,Abnahmeort,Abgabeort
001,Produkt ins Lager legen,2024-01-01T08:00:00,Leonie Richter,94.00599292281413,Produkt I,90.0,Firma18,Lager J,Lager E
002,Transport beenden,2024-01-01T08:15:00,Noah Becker,87.4578754744871,Produkt N,75.0,Firma17,Lager J,Lager B
003,Ware abholen,2024-01-01T08:30:00,Leonie Richter,20.8862035237409,Produkt S,90.0,Firma8,Lager J,Lager E
004,Ware abholen,2024-01-01T08:45:00,Timo Wagner,84.10585661996501,Produkt R,130.0,Firma1,Lager F,Lager D
005,Auftrag erhalten,2024-01-01T09:00:00,Mia Schmitt,17.411473514253153,Produkt C,80.0,Firma10,Lager A,Lager C
006,Produkt ins Lager legen,2024-01-01T09:15:00,Hannah Meyer,41.79181680000257,Produkt Q,110.0,Firma8,Lager E,Lager J
007,Produkt aus Lager nehmen,2024-01-01T09:30:00,Luca Huber,22.83885681327653,Produkt B,120.0,Firma17,Lager G,Lager B
008,Transport beginnen,2024-01-01T09:45:00,Jan Becker,24.694066816181692,Produkt O,120.0,Firma12,Lager G,Lager J
009,Produkt ins Lager legen,2024-01-01T10:00:00,Lisa Mueller,75.58241732410883,Produkt L,140.0,Firma10,Lager H,Lager C
010,Transport beginnen,2024-01-01T10:15:00,Timo Wagner,70.81098383213038,Produkt B,120.0,Firma14,Lager D,Lager I
011,Transport beenden,2024-01-01T10:30:00,Emilia Wagner,9.063043316957355,Produkt A,100.0,Firma19,Lager A,Lager D
012,Ware abholen,2024-01-01T10:45:00,Timo Wagner,16.606035656755516,Produkt E,150.0,Firma7,Lager B,Lager C
013,Transport beenden,2024-01-01T11:00:00,Max Mustermann,78.85664778066588,Produkt O,120.0,Firma9,Lager F,Lager I
014,Produkt ins Lager legen,2024-01-01T11:15:00,Jonas Richter,48.31012978235253,Produkt O,120.0,Firma16,Lager F,Lager C
015,Auftrag erhalten,2024-01-01T11:30:00,Paul Zimmer,56.130544251012225,Produkt T,85.0,Firma10,Lager J,Lager J
016,Transport beenden,2024-01-01T11:45:00,Laura Fischer,64.69113140305117,Produkt Q,110.0,Firma12,Lager G,Lager D
017,Transport beginnen,2024-01-01T12:00:00,Lisa Schulz,51.80558224663934,Produkt F,110.0,Firma5,Lager B,Lager H
018,Produkt aus Lager nehmen,2024-01-01T12:15:00,Paul Zimmer,48.86739756715058,Produkt O,120.0,Firma14,Lager B,Lager C
019,Transport beenden,2024-01-01T12:30:00,Paul Zimmer,62.694450142280644,Produkt R,130.0,Firma8,Lager G,Lager H
020,Produkt aus Lager nehmen,2024-01-01T12:45:00,Leonie Richter,87.63897342667748,Produkt I,90.0,Firma9,Lager I,Lager G
021,Produkt ins Lager legen,2024-01-01T13:00:00,Luca Huber,38.10723314035176,Produkt R,130.0,Firma13,Lager I,Lager F
022,Transport beginnen,2024-01-01T13:15:00,Noah Becker,17.34890210757036,Produkt P,100.0,Firma18,Lager C,Lager I
023,Produkt ins Lager legen,2024-01-01T13:30:00,Paul Zimmer,69.29311110544641,Produkt P,100.0,Firma6,Lager H,Lager D
024,Auftrag erhalten,2024-01-01T13:45:00,Jan Becker,9.556335775377455,Produkt C,80.0,Firma2,Lager D,Lager H
025,Transport beenden,2024-01-01T14:00:00,Max Mustermann,40.096100145867545,Produkt K,110.0,Firma14,Lager C,Lager H
026,Auftrag erhalten,2024-01-01T14:15:00,Nico Schmidt,10.8495782593766,Produkt M,95.0,Firma19,Lager J,Lager B
027,Produkt aus Lager nehmen,2024-01-01T14:30:00,Paul Zimmer,70.25256454210118,Produkt F,110.0,Firma14,Lager G,Lager I
028,Produkt aus Lager nehmen,2024-01-01T14:45:00,Jan Becker,38.53366886706126,Produkt K,110.0,Firma14,Lager D,Lager H
029,Transport beginnen,2024-01-01T15:00:00,Sarah Schmidt,99.55583600158154,Produkt T,85.0,Firma15,Lager B,Lager B
030,Transport beenden,2024-01-01T15:15:00,David Meyer,5.816957140978601,Produkt E,150.0,Firma13,Lager I,Lager C
031,Auftrag erhalten,2024-01-01T15:30:00,Timo Wagner,43.70293761675819,Produkt B,120.0,Firma3,Lager G,Lager C
032,Transport beginnen,2024-01-01T15:45:00,Emilia Wagner,26.395784671077198,Produkt L,140.0,Firma2,Lager F,Lager F
033,Transport beginnen,2024-01-01T16:00:00,Timo Wagner,87.01064042309692,Produkt N,75.0,Firma16,Lager J,Lager I
034,Produkt ins Lager legen,2024-01-01T16:15:00,Emilia Wagner,20.24222644262482,Produkt N,75.0,Firma1,Lager C,Lager C
035,Ware abholen,2024-01-01T16:30:00,Sarah Schmidt,10.748793307773646,Produkt C,80.0,Firma16,Lager F,Lager F
036,Ware abholen,2024-01-01T16:45:00,Mia Schmitt,57.50561196027985,Produkt L,140.0,Firma18,Lager C,Lager C
037,Ware abholen,2024-01-01T17:00:00,Timo Wagner,96.26990572144726,Produkt J,75.0,Firma10,Lager C,Lager F
038,Produkt ins Lager legen,2024-01-01T17:15:00,Nico Schmidt,88.0160966005414,Produkt N,75.0,Firma20,Lager E,Lager J
