Fallnummer,Aktivität,Zeitstempel,Ausführende Person,Kosten (EUR),Transportiertes Gut,Produktpreis (EUR),Kunde,Abnahmeort,Abgabeort
001,Auftrag eingegangen,2024-02-11 17:01:20,Lisa Mueller,93.0,Produkt M,95.0,Firma8,Lager G,Lager C
001,Ware zur Produktion gebracht,2024-02-11 17:02:20,Noah Becker,75.0,Produkt M,95.0,Firma8,Lager A,Lager C
001,Ware hergestellt,2024-02-11 17:33:20,Mia Schmitt,5.6,Produkt M,95.0,Firma8,Lager J,Lager D
001,Ware verpackt,2024-02-11 17:52:20,Laura Fischer,37.72,Produkt M,95.0,Firma8,Lager E,Lager D
001,Schnellversand durchgeführt,2024-02-11 18:01:20,David Meyer,71.68,Produkt M,95.0,Firma8,Lager A,Lager H
002,Angebot erstellt,2024-02-11 17:01:20,Sarah Schmidt,50.37,Produkt K,110.0,Firma7,Lager D,Lager H
002,Vertragsverhandlungen geführt,2024-02-11 17:30:20,Timo Wagner,10.13,Produkt K,110.0,Firma7,Lager J,Lager I
002,Bestellung aufgenommen,2024-02-11 17:33:20,Emilia Wagner,19.61,Produkt K,110.0,Firma7,Lager B,Lager D
002,Rechnung versendet,2024-02-11 17:42:20,Nico Schmidt,86.69,Produkt K,110.0,Firma7,Lager I,Lager D
002,Zahlung erhalten,2024-02-11 17:45:20,Max Mustermann,65.93,Produkt K,110.0,Firma7,Lager G,Lager F
002,Ware direkt verkauft,2024-02-11 18:41:20,Jonas Richter,94.25,Produkt K,110.0,Firma7,Lager J,Lager D
003,Auftrag eingegangen,2024-02-11 17:01:20,Max Mustermann,79.25,Produkt F,110.0,Firma16,Lager J,Lager E
003,Ware zur Produktion gebracht,2024-02-11 17:58:20,Mia Schmitt,94.53,Produkt F,110.0,Firma16,Lager H,Lager E
003,Ware hergestellt,2024-02-11 18:01:20,Nico Schmidt,75.34,Produkt F,110.0,Firma16,Lager C,Lager I
003,Ware verpackt,2024-02-11 18:28:20,Jonas Richter,8.79,Produkt F,110.0,Firma16,Lager D,Lager E
003,Schnellversand durchgeführt,2024-02-11 18:46:20,Luca Huber,20.74,Produkt F,110.0,Firma16,Lager E,Lager C
004,Ware beim Kunden angekommen,2024-02-11 17:01:20,Sophia Lang,80.03,Produkt L,140.0,Firma4,Lager H,Lager H
004,Ware retourniert,2024-02-11 17:26:20,Mia Schmitt,28.19,Produkt L,140.0,Firma4,Lager I,Lager I
004,Rücksendung geprüft,2024-02-11 18:07:20,Max Mustermann,76.68,Produkt L,140.0,Firma4,Lager C,Lager F
004,Reparatur durchgeführt,2024-02-11 19:01:20,Leonie Richter,94.51,Produkt L,140.0,Firma4,Lager E,Lager D
004,Ware erneut versandt,2024-02-11 19:02:20,Lisa Schulz,43.65,Produkt L,140.0,Firma4,Lager C,Lager E
005,Auftrag eingegangen,2024-02-11 17:01:20,Laura Fischer,28.45,Produkt D,70.0,Firma8,Lager G,Lager F
005,Ware zur Produktion gebracht,2024-02-11 17:29:20,Luca Huber,75.59,Produkt D,70.0,Firma8,Lager A,Lager E
005,Ware hergestellt,2024-02-11 17:32:20,Mia Schmitt,76.39,Produkt D,70.0,Firma8,Lager F,Lager A
005,Ware verpackt,2024-02-11 17:41:20,Hannah Meyer,76.79,Produkt D,70.0,Firma8,Lager F,Lager E
005,Schnellversand durchgeführt,2024-02-11 18:06:20,Sarah Schmidt,73.35,Produkt D,70.0,Firma8,Lager F,Lager C
006,Ware beim Kunden angekommen,2024-02-11 17:01:20,Max Mustermann,29.04,Produkt K,110.0,Firma16,Lager A,Lager G
006,Ware retourniert,2024-02-11 17:28:20,Hannah Meyer,29.77,Produkt K,110.0,Firma16,Lager G,Lager H
006,Rücksendung geprüft,2024-02-11 18:27:20,Sophia Lang,91.27,Produkt K,110.0,Firma16,Lager B,Lager I
006,Reparatur durchgeführt,2024-02-11 19:06:20,Lisa Schulz,67.51,Produkt K,110.0,Firma16,Lager B,Lager D
006,Ware erneut versandt,2024-02-11 20:01:20,Paul Zimmer,71.07,Produkt K,110.0,Firma16,Lager C,Lager C
007,Auftrag eingegangen,2024-02-11 17:01:20,Lisa Mueller,55.68,Produkt E,150.0,Firma6,Lager E,Lager A
007,Ware zur Produktion gebracht,2024-02-11 17:20:20,Noah Becker,63.15,Produkt E,150.0,Firma6,Lager I,Lager J
007,Ware hergestellt,2024-02-11 18:12:20,Noah Becker,69.81,Produkt E,150.0,Firma6,Lager B,Lager C
007,Ware verpackt,2024-02-11 18:51:20,Nico Schmidt,97.32,Produkt E,150.0,Firma6,Lager H,Lager B
007,Schnellversand durchgeführt,2024-02-11 19:12:20,Timo Wagner,8.04,Produkt E,150.0,Firma6,Lager H,Lager E
008,Auftrag eingegangen,2024-02-11 17:01:20,Sarah Schmidt,53.38,Produkt L,140.0,Firma14,Lager G,Lager D
008,Ware aus Lager geholt,2024-02-11 17:02:20,Laura Fischer,96.66,Produkt L,140.0,Firma14,Lager G,Lager H
008,Qualitätskontrolle durchgeführt,2024-02-11 17:33:20,Emma Weber,20.32,Produkt L,140.0,Firma14,Lager A,Lager A
008,Ware zum Versand vorbereitet,2024-02-11 18:32:20,Timo Wagner,65.36,Produkt L,140.0,Firma14,Lager J,Lager C
008,Ware versandt,2024-02-11 18:39:20,Lisa Mueller,64.82,Produkt L,140.0,Firma14,Lager H,Lager J
009,Angebot erstellt,2024-02-11 17:01:20,Hannah Meyer,95.92,Produkt D,70.0,Firma14,Lager C,Lager J
009,Vertragsverhandlungen geführt,2024-02-11 17:02:20,Jonas Richter,90.96,Produkt D,70.0,Firma14,Lager F,Lager F
009,Bestellung aufgenommen,2024-02-11 17:25:20,Lena Mueller,11.29,Produkt D,70.0,Firma14,Lager H,Lager E
009,Rechnung versendet,2024-02-11 17:47:20,Noah Becker,43.81,Produkt D,70.0,Firma14,Lager I,Lager H
009,Zahlung erhalten,2024-02-11 18:07:20,Lisa Mueller,72.92,Produkt D,70.0,Firma14,Lager I,Lager D
009,Ware direkt verkauft,2024-02-11 18:58:20,Emilia Wagner,41.49,Produkt D,70.0,Firma14,Lager H,Lager E
010,Auftrag eingegangen,2024-02-11 17:01:20,Sarah Schmidt,14.75,Produkt S,90.0,Firma3,Lager C,Lager B
010,Ware zur Produktion gebracht,2024-02-11 17:10:20,Hannah Meyer,26.13,Produkt S,90.0,Firma3,Lager B,Lager D
010,Ware hergestellt,2024-02-11 17:14:20,David Meyer,86.92,Produkt S,90.0,Firma3,Lager E,Lager G
010,Ware verpackt,2024-02-11 17:48:20,Nico Schmidt,80.68,Produkt S,90.0,Firma3,Lager C,Lager G
010,Schnellversand durchgeführt,2024-02-11 17:54:20,Mia Schmitt,7.34,Produkt S,90.0,Firma3,Lager J,Lager B
011,Ware beim Kunden angekommen,2024-02-11 17:01:20,Timo Wagner,50.96,Produkt E,150.0,Firma12,Lager C,Lager D
011,Ware retourniert,2024-02-11 17:31:20,Max Mustermann,97.54,Produkt E,150.0,Firma12,Lager D,Lager I
011,Rücksendung geprüft,2024-02-11 17:41:20,Emma Weber,64.17,Produkt E,150.0,Firma12,Lager G,Lager H
011,Reparatur durchgeführt,2024-02-11 17:58:20,Lisa Mueller,72.72,Produkt E,150.0,Firma12,Lager E,Lager G
011,Ware erneut versandt,2024-02-11 18:02:20,David Meyer,62.55,Produkt E,150.0,Firma12,Lager J,Lager F
012,Auftrag eingegangen,2024-02-11 17:01:20,Sophia Lang,16.33,Produkt C,80.0,Firma15,Lager B,Lager E
012,Ware aus Lager geholt,2024-02-11 17:53:20,Sophia Lang,95.97,Produkt C,80.0,Firma15,Lager G,Lager A
012,Qualitätskontrolle durchgeführt,2024-02-11 18:49:20,Leonie Richter,86.73,Produkt C,80.0,Firma15,Lager G,Lager F
012,Ware zum Versand vorbereitet,2024-02-11 19:42:20,Emilia Wagner,89.85,Produkt C,80.0,Firma15,Lager J,Lager G
012,Ware versandt,2024-02-11 20:05:20,Hannah Meyer,28.33,Produkt C,80.0,Firma15,Lager B,Lager C
013,Ware beim Kunden angekommen,2024-02-11 17:01:20,Nico Schmidt,49.14,Produkt N,75.0,Firma1,Lager E,Lager A
013,Ware retourniert,2024-02-11 17:31:20,Hannah Meyer,87.25,Produkt N,75.0,Firma1,Lager J,Lager E
013,Rücksendung geprüft,2024-02-11 17:45:20,Jonas Richter,32.25,Produkt N,75.0,Firma1,Lager B,Lager B
013,Reparatur durchgeführt,2024-02-11 17:56:20,Laura Fischer,24.74,Produkt N,75.0,Firma1,Lager F,Lager F
013,Ware erneut versandt,2024-02-11 18:01:20,Lena Mueller,46.84,Produkt N,75.0,Firma1,Lager B,Lager A
014,Ware beim Kunden angekommen,2024-02-11 17:01:20,Noah Becker,22.98,Produkt N,75.0,Firma19,Lager G,Lager G
014,Ware retourniert,2024-02-11 17:34:20,Nico Schmidt,84.43,Produkt N,75.0,Firma19,Lager D,Lager H
014,Rücksendung geprüft,2024-02-11 17:36:20,Emma Weber,65.24,Produkt N,75.0,Firma19,Lager A,Lager H
014,Reparatur durchgeführt,2024-02-11 17:46:20,Sarah Schmidt,35.33,Produkt N,75.0,Firma19,Lager I,Lager J
014,Ware erneut versandt,2024-02-11 18:42:20,Sarah Schmidt,94.99,Produkt N,75.0,Firma19,Lager I,Lager F
015,Ware beim Kunden angekommen,2024-02-11 17:01:20,Lisa Schulz,81.14,Produkt O,120.0,Firma6,Lager I,Lager F
015,Ware retourniert,2024-02-11 17:30:20,Timo Wagner,30.32,Produkt O,120.0,Firma6,Lager J,Lager I
015,Rücksendung geprüft,2024-02-11 18:25:20,Lisa Schulz,37.79,Produkt O,120.0,Firma6,Lager B,Lager A
015,Reparatur durchgeführt,2024-02-11 19:05:20,Laura Fischer,91.69,Produkt O,120.0,Firma6,Lager B,Lager F
015,Ware erneut versandt,2024-02-11 19:30:20,Noah Becker,88.77,Produkt O,120.0,Firma6,Lager A,Lager E
016,Auftrag eingegangen,2024-02-11 17:01:20,Emma Weber,77.36,Produkt H,130.0,Firma1,Lager G,Lager G
016,Ware aus Lager geholt,2024-02-11 17:02:20,Jan Becker,95.69,Produkt H,130.0,Firma1,Lager F,Lager J
016,Qualitätskontrolle durchgeführt,2024-02-11 17:59:20,David Meyer,35.83,Produkt H,130.0,Firma1,Lager A,Lager I
016,Ware zum Versand vorbereitet,2024-02-11 18:51:20,Lena Mueller,41.36,Produkt H,130.0,Firma1,Lager H,Lager D
016,Ware versandt,2024-02-11 19:39:20,Nico Schmidt,72.71,Produkt H,130.0,Firma1,Lager A,Lager D
017,Angebot erstellt,2024-02-11 17:01:20,Lisa Mueller,70.89,Produkt E,150.0,Firma20,Lager G,Lager F
017,Vertragsverhandlungen geführt,2024-02-11 17:51:20,Noah Becker,75.13,Produkt E,150.0,Firma20,Lager D,Lager D
017,Bestellung aufgenommen,2024-02-11 18:40:20,Emilia Wagner,70.18,Produkt E,150.0,Firma20,Lager D,Lager A
017,Rechnung versendet,2024-02-11 19:17:20,Nico Schmidt,34.48,Produkt E,150.0,Firma20,Lager H,Lager D
017,Zahlung erhalten,2024-02-11 20:07:20,Hannah Meyer,25.52,Produkt E,150.0,Firma20,Lager C,Lager B
017,Ware direkt verkauft,2024-02-11 20:55:20,Paul Zimmer,98.32,Produkt E,150.0,Firma20,Lager C,Lager C
018,Ware beim Kunden angekommen,2024-02-11 17:01:20,Hannah Meyer,52.62,Produkt L,140.0,Firma18,Lager B,Lager A
018,Ware retourniert,2024-02-11 17:45:20,Lisa Schulz,46.52,Produkt L,140.0,Firma18,Lager E,Lager I
018,Rücksendung geprüft,2024-02-11 18:00:20,Sophia Lang,5.15,Produkt L,140.0,Firma18,Lager G,Lager J
018,Reparatur durchgeführt,2024-02-11 18:01:20,Leonie Richter,38.89,Produkt L,140.0,Firma18,Lager B,Lager F
018,Ware erneut versandt,2024-02-11 18:26:20,Lisa Schulz,97.69,Produkt L,140.0,Firma18,Lager H,Lager B
019,Auftrag eingegangen,2024-02-11 17:01:20,David Meyer,41.88,Produkt N,75.0,Firma1,Lager E,Lager G
019,Ware zur Produktion gebracht,2024-02-11 17:27:20,Lisa Schulz,34.96,Produkt N,75.0,Firma1,Lager E,Lager J
019,Ware hergestellt,2024-02-11 18:23:20,Jan Becker,73.15,Produkt N,75.0,Firma1,Lager A,Lager A
019,Ware verpackt,2024-02-11 18:47:20,Emma Weber,67.16,Produkt N,75.0,Firma1,Lager A,Lager I
019,Schnellversand durchgeführt,2024-02-11 19:47:20,Sarah Schmidt,37.15,Produkt N,75.0,Firma1,Lager C,Lager H
020,Auftrag eingegangen,2024-02-11 17:01:20,Sophia Lang,71.46,Produkt T,85.0,Firma6,Lager E,Lager E
020,Ware aus Lager geholt,2024-02-11 17:33:20,Sophia Lang,24.77,Produkt T,85.0,Firma6,Lager F,Lager H
020,Qualitätskontrolle durchgeführt,2024-02-11 18:32:20,Emilia Wagner,6.86,Produkt T,85.0,Firma6,Lager A,Lager F
020,Ware zum Versand vorbereitet,2024-02-11 19:10:20,Lena Mueller,56.26,Produkt T,85.0,Firma6,Lager E,Lager G
020,Ware versandt,2024-02-11 19:13:20,Timo Wagner,9.13,Produkt T,85.0,Firma6,Lager H,Lager E
021,Angebot erstellt,2024-02-11 17:01:20,Emilia Wagner,81.18,Produkt D,70.0,Firma18,Lager E,Lager E
021,Vertragsverhandlungen geführt,2024-02-11 17:05:20,David Meyer,66.16,Produkt D,70.0,Firma18,Lager D,Lager C
